,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,mileage(kmpl),engine(cc),torque(Nm),price(in lakhs)
605,Honda WR-V i-VTEC,2018-08-01,Comprehensive,Petrol,5,64862,First Owner,Manual,17.5,1199.0,887.0,6.07
606,Maruti Baleno 1.2,2016-05-01,Comprehensive,Petrol,5,63839,First Owner,Manual,21.4,1197.0,831.0,5.59
607,Mercedes-Benz AMG GLC 43 4MATIC,2022-12-01,Comprehensive,Petrol,5,14000,First Owner,Automatic,2996.0,38487.0,520.0,81.9
608,Mahindra XUV300 W8 Diesel,2019-01-01,Comprehensive,Diesel,5,113820,First Owner,Manual,20.0,1497.0,115.0,7.89
609,Hyundai Creta 1.6 E,2018-11-01,Third Party insurance,Petrol,5,31000,First Owner,Manual,15.8,1591.0,1213.0,8.65
610,Maruti Swift Dzire AMT,2018-03-01,Comprehensive,Diesel,5,97610,First Owner,Automatic,28.4,1248.0,7402.0,5.64
611,Nissan Sunny XV,2019-06-01,Comprehensive,Petrol,5,44000,First Owner,Automatic,17.5,1498.0,996.0,6.25
612,Mercedes-Benz C-Class Prime C,2019-03-01,Third Party insurance,Diesel,5,34496,First Owner,Automatic,12.6,1950.0,194.0,39.0
613,Mercedes-Benz GLS 400d 4MATIC,2023-07-01,Third Party insurance,Diesel,7,16000,First Owner,Automatic,2925.0,3258640000000.0,700.0,1.32
614,Maruti Baleno 1.2,2016-03-01,Comprehensive,Petrol,5,75163,First Owner,Manual,21.4,1197.0,831.0,5.14
615,Maruti Ciaz Alpha,2022-10-01,Third Party insurance,Petrol,5,6900,First Owner,Manual,20.65,1462.0,10325.0,10.25
616,Honda Amaze S,2015-06-01,Comprehensive,Petrol,5,89961,Second Owner,Manual,18.0,1198.0,867.0,3.74
617,BMW 3 Series Gran Limousine 320Ld Luxury,2022-12-01,Comprehensive,Diesel,5,4000,First Owner,Automatic,19.62,1995.0,18740.0,54.0
618,Tata Harrier XZA Plus,2021-10-01,Comprehensive,Diesel,5,54000,First Owner,Automatic,14.6,1956.0,16767.0,17.5
619,Maruti Swift AMT ZXI,2019-03-01,Comprehensive,Petrol,5,58740,Second Owner,Automatic,21.21,1197.0,8180.0,5.99
620,Land Rover Range Rover Velar R-Dynamic S,2020-10-01,Comprehensive,Petrol,5,18700,First Owner,Automatic,15.8,1997.0,24674.0,83.0
621,Honda Amaze S,2017-04-01,Comprehensive,Petrol,5,83690,First Owner,Manual,17.8,1198.0,867.0,4.54
622,Mercedes-Benz E-Class Expression E 200,2018-11-01,Third Party insurance,Petrol,5,11000,First Owner,Automatic,15.0,1991.0,1944.0,50.0
623,Toyota Etios Liva,2012-07-01,Comprehensive,Petrol,5,50900,First Owner,Manual,17.71,1197.0,789.0,2.95
624,Mercedes-Benz E-Class Exclusive E,2021-12-01,Comprehensive,Diesel,5,25000,First Owner,Automatic,16.1,1950.0,19176.0,64.0
625,Hyundai Grand i10 Asta,2015-05-01,Comprehensive,Petrol,5,78651,First Owner,Manual,18.9,1197.0,82.0,3.79
626,Maruti Ciaz Zeta,2019-02-01,Comprehensive,Petrol,5,50000,First Owner,Manual,21.56,1462.0,10325.0,7.5
627,Volkswagen Virtus Highline,2023-04-01,Comprehensive,Petrol,5,9818,First Owner,Manual,19.4,999.0,11398.0,13.9
628,Maruti SX4 S Cross Zeta DDiS 200,2019-07-01,Comprehensive,Diesel,5,49230,First Owner,Manual,25.1,1248.0,885.0,8.7
629,Hyundai Verna VTVT 1.6 AT,2018-03-01,Comprehensive,Petrol,5,65000,First Owner,Automatic,17.0,1591.0,1213.0,8.85
630,BMW X1 sDrive 20d,2017-05-01,Comprehensive,Diesel,5,69000,First Owner,Automatic,20.68,1995.0,188.0,19.9
631,Mercedes-Benz GLS 400d 4MATIC,2023-07-01,Third Party insurance,Diesel,7,16000,First Owner,Automatic,2925.0,3258640000000.0,700.0,1.32
632,Maruti Baleno 1.2,2016-03-01,Comprehensive,Petrol,5,75163,First Owner,Manual,21.4,1197.0,831.0,5.14
633,Maruti Ciaz Alpha,2022-10-01,Third Party insurance,Petrol,5,6900,First Owner,Manual,20.65,1462.0,10325.0,10.25
634,Honda Amaze S,2015-06-01,Comprehensive,Petrol,5,89961,Second Owner,Manual,18.0,1198.0,867.0,3.74
635,BMW 3 Series Gran Limousine 320Ld Luxury,2022-12-01,Comprehensive,Diesel,5,4000,First Owner,Automatic,19.62,1995.0,18740.0,54.0
636,Tata Harrier XZA Plus,2021-10-01,Comprehensive,Diesel,5,54000,First Owner,Automatic,14.6,1956.0,16767.0,17.5
637,Maruti Swift AMT ZXI,2019-03-01,Comprehensive,Petrol,5,58740,Second Owner,Automatic,21.21,1197.0,8180.0,5.99
638,Land Rover Range Rover Velar R-Dynamic S,2020-10-01,Comprehensive,Petrol,5,18700,First Owner,Automatic,15.8,1997.0,24674.0,83.0
639,Honda Amaze S,2017-04-01,Comprehensive,Petrol,5,83690,First Owner,Manual,17.8,1198.0,867.0,4.54
640,Mercedes-Benz E-Class Expression E 200,2018-11-01,Third Party insurance,Petrol,5,11000,First Owner,Automatic,15.0,1991.0,1944.0,50.0
641,Toyota Etios Liva,2012-07-01,Comprehensive,Petrol,5,50900,First Owner,Manual,17.71,1197.0,789.0,2.95
642,Mercedes-Benz E-Class Exclusive E,2021-12-01,Comprehensive,Diesel,5,25000,First Owner,Automatic,16.1,1950.0,19176.0,64.0
643,Hyundai Grand i10 Asta,2015-05-01,Comprehensive,Petrol,5,78651,First Owner,Manual,18.9,1197.0,82.0,3.79
644,Maruti Ciaz Zeta,2019-02-01,Comprehensive,Petrol,5,50000,First Owner,Manual,21.56,1462.0,10325.0,7.5
645,Volkswagen Virtus Highline,2023-04-01,Comprehensive,Petrol,5,9818,First Owner,Manual,19.4,999.0,11398.0,13.9
646,Maruti SX4 S Cross Zeta DDiS 200,2019-07-01,Comprehensive,Diesel,5,49230,First Owner,Manual,25.1,1248.0,885.0,8.7
647,Hyundai Verna VTVT 1.6 AT,2018-03-01,Comprehensive,Petrol,5,65000,First Owner,Automatic,17.0,1591.0,1213.0,8.85
648,BMW X1 sDrive 20d,2017-05-01,Comprehensive,Diesel,5,69000,First Owner,Automatic,20.68,1995.0,188.0,19.9
649,Jeep Compass 2.0,2018-11-01,Third Party insurance,Diesel,5,67000,First Owner,Manual,17.1,1956.0,170.0,10.9
650,Ford Ecosport 1.5 Petrol Titanium,2018-07-01,Comprehensive,Petrol,5,76685,First Owner,Manual,17.0,1497.0,12131.0,6.95
651,Nissan Kicks XV Premium D,2019-01-01,Comprehensive,Diesel,5,101954,First Owner,Manual,20.45,1461.0,1085.0,6.68
652,Ford Endeavour 3.2 Titanium AT,2017-07-01,Comprehensive,Diesel,7,42000,Second Owner,Automatic,10.91,3198.0,197.0,24.5
653,Honda Jazz 1.2 S i,2017-07-01,Third Party insurance,Petrol,5,42000,First Owner,Manual,18.7,1199.0,887.0,5.45
654,Hyundai Grand i10 Asta Option,2016-08-01,Comprehensive,Petrol,5,68897,First Owner,Automatic,18.9,1197.0,82.0,5.0
655,BMW 6 Series GT 630i M,2021-12-01,Third Party insurance,Petrol,4,26000,First Owner,Automatic,13.32,1998.0,25479.0,65.0
656,Maruti SX4 S Cross DDiS 200,2017-02-01,Comprehensive,Diesel,5,105568,Second Owner,Manual,23.65,1248.0,885.0,4.63
657,Ford Endeavour 2.2 Trend AT,2018-08-01,Third Party insurance,Diesel,7,54000,First Owner,Automatic,12.62,2198.0,158.0,24.0
658,Hyundai Venue SX Plus Turbo,2019-07-01,Comprehensive,Petrol,5,61383,First Owner,Automatic,18.15,998.0,11835.0,9.63
659,Mercedes-Benz C-Class C 220 CDI,2015-10-01,Comprehensive,Diesel,5,75000,Second Owner,Automatic,19.27,2143.0,170.0,18.5
660,Honda Amaze VX AT,2013-07-01,Comprehensive,Petrol,5,77130,Second Owner,Automatic,15.5,1198.0,867.0,4.0
661,Volvo XC40 D4,2018-08-01,Zero Dep,Diesel,5,56426,First Owner,Automatic,18.0,1969.0,190.0,29.9
662,Audi Q7 45 TDI Quattro Premium,2016-07-01,Third Party insurance,Diesel,7,75000,Second Owner,Automatic,14.75,2967.0,245.0,39.9
663,Maruti Ciaz 1.4,2017-10-01,Comprehensive,Petrol,5,69018,First Owner,Manual,20.73,1373.0,911.0,5.75
664,Hyundai Creta 1.6 CRDi SX,2018-12-01,Comprehensive,Diesel,5,57000,First Owner,Manual,19.67,1582.0,1262.0,10.75
665,Hyundai Creta 1.6,2018-07-01,Comprehensive,Petrol,5,76000,First Owner,Manual,15.8,1591.0,1213.0,9.3
666,Jeep Compass 2.0,2018-11-01,Third Party insurance,Diesel,5,67000,First Owner,Manual,17.1,1956.0,170.0,10.9
667,Ford Ecosport 1.5 Petrol Titanium,2018-07-01,Comprehensive,Petrol,5,76685,First Owner,Manual,17.0,1497.0,12131.0,6.95
668,Nissan Kicks XV Premium D,2019-01-01,Comprehensive,Diesel,5,101954,First Owner,Manual,20.45,1461.0,1085.0,6.68
669,Ford Endeavour 3.2 Titanium AT,2017-07-01,Comprehensive,Diesel,7,42000,Second Owner,Automatic,10.91,3198.0,197.0,24.5
670,Honda Jazz 1.2 S i,2017-07-01,Third Party insurance,Petrol,5,42000,First Owner,Manual,18.7,1199.0,887.0,5.45
671,Hyundai Grand i10 Asta Option,2016-08-01,Comprehensive,Petrol,5,68897,First Owner,Automatic,18.9,1197.0,82.0,5.0
672,BMW 6 Series GT 630i M,2021-12-01,Third Party insurance,Petrol,4,26000,First Owner,Automatic,13.32,1998.0,25479.0,65.0
673,Maruti SX4 S Cross DDiS 200,2017-02-01,Comprehensive,Diesel,5,105568,Second Owner,Manual,23.65,1248.0,885.0,4.63
674,Ford Endeavour 2.2 Trend AT,2018-08-01,Third Party insurance,Diesel,7,54000,First Owner,Automatic,12.62,2198.0,158.0,24.0
675,Hyundai Venue SX Plus Turbo,2019-07-01,Comprehensive,Petrol,5,61383,First Owner,Automatic,18.15,998.0,11835.0,9.63
676,Mercedes-Benz C-Class C 220 CDI,2015-10-01,Comprehensive,Diesel,5,75000,Second Owner,Automatic,19.27,2143.0,170.0,18.5
677,Honda Amaze VX AT,2013-07-01,Comprehensive,Petrol,5,77130,Second Owner,Automatic,15.5,1198.0,867.0,4.0
678,Volvo XC40 D4,2018-08-01,Zero Dep,Diesel,5,56426,First Owner,Automatic,18.0,1969.0,190.0,29.9
679,Audi Q7 45 TDI Quattro Premium,2016-07-01,Third Party insurance,Diesel,7,75000,Second Owner,Automatic,14.75,2967.0,245.0,39.9
680,Maruti Ciaz 1.4,2017-10-01,Comprehensive,Petrol,5,69018,First Owner,Manual,20.73,1373.0,911.0,5.75
681,Hyundai Creta 1.6 CRDi SX,2018-12-01,Comprehensive,Diesel,5,57000,First Owner,Manual,19.67,1582.0,1262.0,10.75
682,Hyundai Creta 1.6,2018-07-01,Comprehensive,Petrol,5,76000,First Owner,Manual,15.8,1591.0,1213.0,9.3
683,MG Hector Sharp,2021-09-01,Comprehensive,Petrol,5,29000,First Owner,Automatic,1451.0,141.0,250.0,16.5
684,Hyundai Venue SX Plus Turbo,2019-08-01,Comprehensive,Petrol,5,65710,Second Owner,Automatic,18.15,998.0,11835.0,8.66
685,Maruti Vitara Brezza,2019-11-01,Comprehensive,Diesel,5,51763,First Owner,Manual,24.3,1248.0,885.0,8.0
686,Maruti SX4 S Cross,2021-01-01,Comprehensive,Petrol,5,19133,First Owner,Manual,18.55,1462.0,10325.0,9.74
687,Hyundai Tucson 2.0 Dual VTVT 2WD AT,2018-07-01,Third Party insurance,Petrol,5,22000,First Owner,Automatic,12.95,1999.0,15288.0,19.25
688,Toyota Fortuner 4x4,2016-07-01,Third Party,Diesel,7,145000,First Owner,Automatic,12.55,2982.0,1685.0,18.0
689,Maruti Ciaz,2015-01-01,Comprehensive,Petrol,5,42733,First Owner,Manual,20.73,1373.0,911.0,6.82
690,Audi A4 30 TFSI,2017-05-01,Third Party insurance,Petrol,5,30300,Second Owner,Automatic,17.84,1395.0,14751.0,24.8
691,Mercedes-Benz AMG A 35 4MATIC,2022-05-01,Comprehensive,Petrol,5,14000,First Owner,Automatic,1991.0,30173.0,400.0,48.5
692,Renault Duster 85PS Diesel,2019-08-01,Comprehensive,Diesel,5,59215,Second Owner,Manual,19.87,1461.0,838.0,7.8
693,Mercedes-Benz S-Class S,2018-03-01,Third Party,Petrol,5,22000,First Owner,Automatic,7.81,2996.0,36207.0,93.0
694,Hyundai Creta 1.6 SX,2019-11-01,Comprehensive,Petrol,5,91724,First Owner,Automatic,14.8,1591.0,1213.0,10.76
695,Toyota Fortuner 2.8 2WD AT,2017-07-01,Comprehensive,Diesel,7,52000,Second Owner,Automatic,12.9,2755.0,1745.0,25.5
696,Lexus RX,2020-03-01,Comprehensive,Petrol,5,19900,First Owner,Automatic,18.8,3456.0,25881.0,82.0
697,Maruti Wagon R VXi,2015-05-01,Comprehensive,Petrol,5,72503,First Owner,Manual,998.0,671.0,90.0,3.21
698,Mercedes-Benz GLC Coupe 300d 4MATIC,2020-07-01,Comprehensive,Diesel,5,38000,First Owner,Automatic,16.34,1950.0,24138.0,69.5
699,Maruti Ciaz 1.3,2017-02-01,Comprehensive,Diesel,5,67633,First Owner,Manual,28.09,1248.0,885.0,6.61
700,BMW 6 Series GT 630d Luxury,2019-03-01,Comprehensive,Diesel,4,45000,Second Owner,Automatic,17.09,2993.0,2614.0,43.0
701,Honda Amaze S,2015-02-01,Comprehensive,Petrol,5,61000,First Owner,Manual,18.0,1198.0,867.0,4.6
702,MG Hector Sharp,2021-09-01,Comprehensive,Petrol,5,29000,First Owner,Automatic,1451.0,141.0,250.0,16.5
703,Hyundai Venue SX Plus Turbo,2019-08-01,Comprehensive,Petrol,5,65710,Second Owner,Automatic,18.15,998.0,11835.0,8.66
704,Maruti Vitara Brezza,2019-11-01,Comprehensive,Diesel,5,51763,First Owner,Manual,24.3,1248.0,885.0,8.0
705,Maruti SX4 S Cross,2021-01-01,Comprehensive,Petrol,5,19133,First Owner,Manual,18.55,1462.0,10325.0,9.74
706,Hyundai Tucson 2.0 Dual VTVT 2WD AT,2018-07-01,Third Party insurance,Petrol,5,22000,First Owner,Automatic,12.95,1999.0,15288.0,19.25
707,Toyota Fortuner 4x4,2016-07-01,Third Party,Diesel,7,145000,First Owner,Automatic,12.55,2982.0,1685.0,18.0
708,Maruti Ciaz,2015-01-01,Comprehensive,Petrol,5,42733,First Owner,Manual,20.73,1373.0,911.0,6.82
709,Audi A4 30 TFSI,2017-05-01,Third Party insurance,Petrol,5,30300,Second Owner,Automatic,17.84,1395.0,14751.0,24.8
710,Mercedes-Benz AMG A 35 4MATIC,2022-05-01,Comprehensive,Petrol,5,14000,First Owner,Automatic,1991.0,30173.0,400.0,48.5
711,Renault Duster 85PS Diesel,2019-08-01,Comprehensive,Diesel,5,59215,Second Owner,Manual,19.87,1461.0,838.0,7.8
712,Mercedes-Benz S-Class S,2018-03-01,Third Party,Petrol,5,22000,First Owner,Automatic,7.81,2996.0,36207.0,93.0
713,Hyundai Creta 1.6 SX,2019-11-01,Comprehensive,Petrol,5,91724,First Owner,Automatic,14.8,1591.0,1213.0,10.76
714,Toyota Fortuner 2.8 2WD AT,2017-07-01,Comprehensive,Diesel,7,52000,Second Owner,Automatic,12.9,2755.0,1745.0,25.5
715,Lexus RX,2020-03-01,Comprehensive,Petrol,5,19900,First Owner,Automatic,18.8,3456.0,25881.0,82.0
716,Maruti Wagon R VXi,2015-05-01,Comprehensive,Petrol,5,72503,First Owner,Manual,998.0,671.0,90.0,3.21
717,Mercedes-Benz GLC Coupe 300d 4MATIC,2020-07-01,Comprehensive,Diesel,5,38000,First Owner,Automatic,16.34,1950.0,24138.0,69.5
718,Maruti Ciaz 1.3,2017-02-01,Comprehensive,Diesel,5,67633,First Owner,Manual,28.09,1248.0,885.0,6.61
719,BMW 6 Series GT 630d Luxury,2019-03-01,Comprehensive,Diesel,4,45000,Second Owner,Automatic,17.09,2993.0,2614.0,43.0
720,Honda Amaze S,2015-02-01,Comprehensive,Petrol,5,61000,First Owner,Manual,18.0,1198.0,867.0,4.6
721,Mercedes-Benz C-Class C 220 CDI,2017-12-01,Comprehensive,Diesel,5,30000,First Owner,Automatic,19.27,2143.0,170.0,27.5
722,Ford Ecosport 1.5 Ti VCT AT Titanium,2017-06-01,Comprehensive,Petrol,5,103030,First Owner,Automatic,15.63,1499.0,1104.0,6.82
723,Maruti XL6,2019-09-01,Third Party insurance,Petrol,6,19123,First Owner,Manual,19.01,1462.0,1032.0,10.25
724,Mahindra XUV500 W9,2019-04-01,Comprehensive,Diesel,7,70767,First Owner,Manual,15.1,2179.0,15287.0,11.6
725,Mercedes-Benz E-Class Expression E 200,2019-05-01,Zero Dep,Petrol,5,25000,First Owner,Automatic,15.0,1991.0,1944.0,49.75
726,Hyundai Creta 1.6 VTVT E,2017-03-01,Third Party insurance,Petrol,5,58525,First Owner,Manual,15.29,1591.0,1213.0,8.5
727,Maruti Baleno 1.2,2016-01-01,Comprehensive,Petrol,5,77353,First Owner,Manual,21.4,1197.0,831.0,5.2
728,Maruti Baleno 1.2,2018-04-01,Comprehensive,Petrol,5,59200,First Owner,Manual,21.4,1197.0,831.0,6.25
729,Mercedes-Benz GLE,2022-12-01,Comprehensive,Diesel,5,25000,Second Owner,Automatic,1950.0,24138.0,500.0,79.9
730,Maruti SX4 S Cross Zeta DDiS 200,2018-04-01,Comprehensive,Diesel,5,99230,First Owner,Manual,25.1,1248.0,885.0,6.55
731,Hyundai i20 1.2 Magna,2017-04-01,Comprehensive,Petrol,5,80000,First Owner,Manual,18.6,1197.0,8183.0,5.25
732,Maruti Ciaz 1.4,2018-04-01,Comprehensive,Petrol,5,50840,First Owner,Manual,20.73,1373.0,911.0,6.72
733,Mercedes-Benz C-Class C,2023-07-01,Comprehensive,Petrol,5,1000,First Owner,Automatic,16.9,1496.0,20115.0,59.75
734,Maruti Baleno 1.2,2017-05-01,Comprehensive,Petrol,5,111142,First Owner,Manual,21.4,1197.0,831.0,5.01
735,Mercedes-Benz C-Class 200 K,2014-07-01,Comprehensive,Petrol,5,133477,First Owner,Automatic,11.7,1796.0,178.0,8.5
736,Toyota Fortuner 4X4 Diesel,2021-03-01,Comprehensive,Diesel,7,23000,First Owner,Automatic,2755.0,20115.0,500.0,43.0
737,Maruti SX4 S Cross Zeta DDiS 200,2018-05-01,Comprehensive,Diesel,5,120802,First Owner,Manual,25.1,1248.0,885.0,5.97
738,Tata Safari XZA Plus (O) Adventure Edition AT,2021-12-01,Comprehensive,Diesel,7,41000,Second Owner,Automatic,14.08,1956.0,16767.0,20.0
739,Mercedes-Benz C-Class C 220 CDI,2017-12-01,Comprehensive,Diesel,5,30000,First Owner,Automatic,19.27,2143.0,170.0,27.5
740,Ford Ecosport 1.5 Ti VCT AT Titanium,2017-06-01,Comprehensive,Petrol,5,103030,First Owner,Automatic,15.63,1499.0,1104.0,6.82
741,Maruti XL6,2019-09-01,Third Party insurance,Petrol,6,19123,First Owner,Manual,19.01,1462.0,1032.0,10.25
742,Mahindra XUV500 W9,2019-04-01,Comprehensive,Diesel,7,70767,First Owner,Manual,15.1,2179.0,15287.0,11.6
743,Mercedes-Benz E-Class Expression E 200,2019-05-01,Zero Dep,Petrol,5,25000,First Owner,Automatic,15.0,1991.0,1944.0,49.75
744,Hyundai Creta 1.6 VTVT E,2017-03-01,Third Party insurance,Petrol,5,58525,First Owner,Manual,15.29,1591.0,1213.0,8.5
745,Maruti Baleno 1.2,2016-01-01,Comprehensive,Petrol,5,77353,First Owner,Manual,21.4,1197.0,831.0,5.2
746,Maruti Baleno 1.2,2018-04-01,Comprehensive,Petrol,5,59200,First Owner,Manual,21.4,1197.0,831.0,6.25
747,Mercedes-Benz GLE,2022-12-01,Comprehensive,Diesel,5,25000,Second Owner,Automatic,1950.0,24138.0,500.0,79.9
748,Maruti SX4 S Cross Zeta DDiS 200,2018-04-01,Comprehensive,Diesel,5,99230,First Owner,Manual,25.1,1248.0,885.0,6.55
749,Hyundai i20 1.2 Magna,2017-04-01,Comprehensive,Petrol,5,80000,First Owner,Manual,18.6,1197.0,8183.0,5.25
750,Maruti Ciaz 1.4,2018-04-01,Comprehensive,Petrol,5,50840,First Owner,Manual,20.73,1373.0,911.0,6.72
751,Mercedes-Benz C-Class C,2023-07-01,Comprehensive,Petrol,5,1000,First Owner,Automatic,16.9,1496.0,20115.0,59.75
752,Maruti Baleno 1.2,2017-05-01,Comprehensive,Petrol,5,111142,First Owner,Manual,21.4,1197.0,831.0,5.01
753,Mercedes-Benz C-Class 200 K,2014-07-01,Comprehensive,Petrol,5,133477,First Owner,Automatic,11.7,1796.0,178.0,8.5
754,Toyota Fortuner 4X4 Diesel,2021-03-01,Comprehensive,Diesel,7,23000,First Owner,Automatic,2755.0,20115.0,500.0,43.0
755,Maruti SX4 S Cross Zeta DDiS 200,2018-05-01,Comprehensive,Diesel,5,120802,First Owner,Manual,25.1,1248.0,885.0,5.97
756,Tata Safari XZA Plus (O) Adventure Edition AT,2021-12-01,Comprehensive,Diesel,7,41000,Second Owner,Automatic,14.08,1956.0,16767.0,20.0
757,Mercedes-Benz S-Class S 350,2021-08-01,Comprehensive,Diesel,5,7900,First Owner,Automatic,13.5,2925.0,28161.0,1.5
758,Maruti Ciaz Alpha AT,2019-05-01,Comprehensive,Petrol,5,42334,First Owner,Automatic,20.04,1462.0,10325.0,8.29
759,Maruti Swift Dzire,2015-12-01,Comprehensive,Petrol,5,98275,First Owner,Manual,20.85,1197.0,8314.0,3.97
760,Land Rover Range Rover 3.0 Diesel LWB,2019-04-01,Third Party insurance,Diesel,5,57500,Second Owner,Automatic,13.33,2995.0,33525.0,1.8
761,Honda WR-V i-VTEC,2018-12-01,Third Party insurance,Petrol,5,65000,First Owner,Manual,17.5,1199.0,887.0,6.85
762,Hyundai Verna VTVT 1.6,2018-04-01,Comprehensive,Petrol,5,52235,Second Owner,Manual,17.0,1591.0,1213.0,7.45
763,Honda City i VTEC,2015-11-01,Comprehensive,Petrol,5,50158,First Owner,Manual,17.4,1497.0,1173.0,6.95
764,Mercedes-Benz E-Class Exclusive E,2020-07-01,Comprehensive,Diesel,5,34000,Second Owner,Automatic,16.1,1950.0,1917.0,44.9
765,Nissan Sunny XV,2017-09-01,Comprehensive,Petrol,5,69820,First Owner,Automatic,17.5,1498.0,996.0,5.44
766,Toyota Innova Crysta 2.8 ZX AT,2019-08-01,Comprehensive,Diesel,7,71000,First Owner,Automatic,11.36,2755.0,1715.0,20.5
767,Maruti Ignis 1.2 AMT Alpha,2018-09-01,Comprehensive,Petrol,5,82415,First Owner,Automatic,20.89,1197.0,8180.0,5.34
768,Mercedes-Benz GLS 350d,2017-07-01,Third Party insurance,Diesel,7,70000,Second Owner,Automatic,11.0,2987.0,258.0,51.5
769,Renault Duster 110PS Diesel RxZ,2018-10-01,Comprehensive,Diesel,5,71070,First Owner,Automatic,19.6,1461.0,10845.0,7.22
770,Mercedes-Benz B Class B180,2016-04-01,Third Party insurance,Petrol,5,83000,First Owner,Automatic,14.8,1595.0,12069.0,12.65
771,Hyundai Venue SX,2020-06-01,Comprehensive,Petrol,5,107834,First Owner,Manual,18.27,998.0,11835.0,7.99
772,Maruti Baleno,2018-10-01,Comprehensive,Petrol,5,55000,First Owner,Manual,21.01,1197.0,8180.0,6.75
773,Mercedes-Benz GLE 400,2017-10-01,Comprehensive,Petrol,5,55000,First Owner,Automatic,9.7,2996.0,32855.0,45.45
774,Mercedes-Benz S-Class S 350,2021-08-01,Comprehensive,Diesel,5,7900,First Owner,Automatic,13.5,2925.0,28161.0,1.5
775,Maruti Ciaz Alpha AT,2019-05-01,Comprehensive,Petrol,5,42334,First Owner,Automatic,20.04,1462.0,10325.0,8.29
776,Maruti Swift Dzire,2015-12-01,Comprehensive,Petrol,5,98275,First Owner,Manual,20.85,1197.0,8314.0,3.97
777,Land Rover Range Rover 3.0 Diesel LWB,2019-04-01,Third Party insurance,Diesel,5,57500,Second Owner,Automatic,13.33,2995.0,33525.0,1.8
778,Honda WR-V i-VTEC,2018-12-01,Third Party insurance,Petrol,5,65000,First Owner,Manual,17.5,1199.0,887.0,6.85
779,Hyundai Verna VTVT 1.6,2018-04-01,Comprehensive,Petrol,5,52235,Second Owner,Manual,17.0,1591.0,1213.0,7.45
780,Honda City i VTEC,2015-11-01,Comprehensive,Petrol,5,50158,First Owner,Manual,17.4,1497.0,1173.0,6.95
781,Mercedes-Benz E-Class Exclusive E,2020-07-01,Comprehensive,Diesel,5,34000,Second Owner,Automatic,16.1,1950.0,1917.0,44.9
782,Nissan Sunny XV,2017-09-01,Comprehensive,Petrol,5,69820,First Owner,Automatic,17.5,1498.0,996.0,5.44
783,Toyota Innova Crysta 2.8 ZX AT,2019-08-01,Comprehensive,Diesel,7,71000,First Owner,Automatic,11.36,2755.0,1715.0,20.5
784,Maruti Ignis 1.2 AMT Alpha,2018-09-01,Comprehensive,Petrol,5,82415,First Owner,Automatic,20.89,1197.0,8180.0,5.34
785,Mercedes-Benz GLS 350d,2017-07-01,Third Party insurance,Diesel,7,70000,Second Owner,Automatic,11.0,2987.0,258.0,51.5
786,Renault Duster 110PS Diesel RxZ,2018-10-01,Comprehensive,Diesel,5,71070,First Owner,Automatic,19.6,1461.0,10845.0,7.22
787,Mercedes-Benz B Class B180,2016-04-01,Third Party insurance,Petrol,5,83000,First Owner,Automatic,14.8,1595.0,12069.0,12.65
788,Hyundai Venue SX,2020-06-01,Comprehensive,Petrol,5,107834,First Owner,Manual,18.27,998.0,11835.0,7.99
789,Maruti Baleno,2018-10-01,Comprehensive,Petrol,5,55000,First Owner,Manual,21.01,1197.0,8180.0,6.75
790,Mercedes-Benz GLE 400,2017-10-01,Comprehensive,Petrol,5,55000,First Owner,Automatic,9.7,2996.0,32855.0,45.45
791,Volvo XC60 D5,2020-08-01,Comprehensive,Diesel,5,25000,Second Owner,Automatic,11.2,2400.0,215.0,52.0
792,Maruti Ritz,2014-06-01,Comprehensive,Petrol,5,48539,Second Owner,Manual,1197.0,8580.0,114.0,3.21
793,Honda City V,2015-09-01,Comprehensive,Petrol,5,65000,First Owner,Manual,16.8,1497.0,1163.0,6.25
794,Hyundai Grand i10,2014-05-01,Comprehensive,Petrol,5,86916,Second Owner,Manual,18.9,1197.0,82.0,3.68
795,Lexus RX 450h,2016-04-01,Comprehensive,Petrol,5,11000,First Owner,Automatic,18.8,3456.0,259.0,66.0
796,Tata Nexon 1.2 Revotron XZA Plus,2019-03-01,Comprehensive,Petrol,5,108662,First Owner,Automatic,17.0,1198.0,1085.0,7.12
797,BMW M2,2019-02-01,Comprehensive,Petrol,4,29000,First Owner,Automatic,10.63,2979.0,410.0,71.0
798,Hyundai Grand i10 1.2 Kappa,2018-09-01,Comprehensive,Petrol,5,63307,First Owner,Manual,18.9,1197.0,8186.0,5.44
799,Hyundai Tucson 2.0 e-VGT 4WD AT,2018-11-01,Comprehensive,Diesel,5,84000,First Owner,Automatic,16.38,1995.0,18246.0,15.9
800,Maruti Baleno 1.2,2016-07-01,Comprehensive,Petrol,5,101927,First Owner,Manual,21.4,1197.0,831.0,5.14
801,Mini 3 DOOR John Cooper Works,2017-11-01,Comprehensive,Petrol,4,31900,Second Owner,Automatic,16.47,1998.0,231.0,31.0
802,Mercedes-Benz E-Class E 200,2015-11-01,Comprehensive,Petrol,5,76000,First Owner,Automatic,12.0,1991.0,18103.0,23.9
803,Maruti Ciaz Alpha AT,2019-02-01,Comprehensive,Petrol,5,40775,Second Owner,Automatic,20.04,1462.0,10325.0,8.14
804,Mercedes-Benz S-Class S 350,2020-04-01,Third Party,Diesel,5,18346,First Owner,Automatic,13.5,2925.0,28161.0,97.0
